F;Total de escolas sem ensino fundamental - anos iniciais;Total de escolas com ensino fundamental - anos iniciais;Total de escolas sem Ensino Fundamental - Anos finais;Total de escolas com Ensino Fundamental - Anos finais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de escolas que não possuem esgoto sanitário da rede pública;Total de escolas que possuem esgoto sanitário da rede pública;Total de escolas que não possuem coleta de lixo periódica;Total de escolas que possuem coleta de lixo periódica;Total de escolas que não possuem laboratório de informática;Total de escolas que possuem laboratório de informática;Total de escolas que não possuem laboratório de ciências;Total de escolas que possuem laboratório de ciências;Total de escolas que não possuem sala para atendimento educacional especializado;Total de escolas que possuem sala para atendimento educacional especializado;Total de escolas que não possuem quadra de esportes;Total de escolas que possuem quadra de esportes;Total de escolas que não possuem biblioteca e/ou sala de leitura;Total de escolas que possuem biblioteca e/ou sala de leitura;Total de de salas de aulas utilizadas na escola;Total de escolas que não possuem equipamento de som;Total de escolas que possuem equipamento de som;Total de escolas que não possuem projetor multimídia;Total de escolas que possuem projetor multimídia;Total de escolas que não possuem acesso à internet;Total de escolas que possuem acesso à internet;Total de escolas que não oferecem AEE;Total de escolas que oferecem AEE não exclusivamente;Total de escolas que oferecem AEE exclusivamente;Total de escolas que não oferecem atividade complementar;Total de escolas que oferecem atividade complementar não exclusivamente;Total de escolas que oferecem atividade complementar exclusivamente;Total de escolas que não possuem ensino fundamental organizado em ciclos;Total de escolas que possuem ensino fundamental organizado em ciclos;Total de escolas fora de localização diferenciada;Total de escolas localizadas em assentamento;Total de escolas localizadas em terra indígena;Total de escolas localizadas em terras remanescentes de quilombos;Total de escolas sem ensino organizado em Alternância;Total de escolas com ensino organizado em Alternância;Total de salas de aulas climatizadas na escola;Total de escolas que não possuemdesktop em uso pelos alunos;Total de escolas que possuem desktop em uso pelos alunos;Total de escolas que não possuem notebook em uso pelos alunos;Total de escolas que possuem notebook em uso pelos alunos;Total de escolas que não possuem tablets em uso pelos alunos;Total de escolas que possuem tablets em uso pelos alunos;Total de escolas que não possuem acesso à internet para os alunos;Total de escolas que possuem acesso à internet para os alunos;Total de escolas que não possuem acesso à internet para uso administrativo;Total de escolas que possuem acesso à internet para uso administrativo;Total de escolas que não possuem acesso à internet para uso nos processos de ensino e aprendizagem;Total de escolas que possuem acesso à internet para uso nos processos de ensino e aprendizagem;Total de escolas que não possuem acervo multimídia;Total de escolas que possuem acervo multimídia;Total de escolas que não possuem instrumentos musicais para conjunto, banda / fanfarra / aulas de música;Total de escolas que possuem instrumentos musicais para conjunto, banda / fanfarra / aulas de música;Média do IDEB - anos finais;Média do IDEB - Anos iniciais
15034739;EEEFM MARIA GABRIELA RAMOS DE OLIVEIRA;1501402;Belém;15;PA;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;12;1,0;;;1,0;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;3,6;
15040526;EEEFM PROF TEMISTOCLES DE ARAUJO;1501402;Belém;15;PA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;20;1,0;;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;;;1,0;;20;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;1,0;3,0;
15042936;EEEF DR PAULO FONTELLES DE LIMA;1501402;Belém;15;PA;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;8;;1,0;;1,0;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;2;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
15172210;CENTRO EDUCACIONAL E COMUNITARIO SONHO DE UM MENINO - CESME;1501402;Belém;15;PA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;3;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;;1,0;;1,0;;1,0;;
15555666;ESCOLA CASINHA DO SABER;1501402;Belém;15;PA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
15039498;EEEF PROF WALDEMAR RIBEIRO;1501402;Belém;15;PA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;;1,0;8;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;;;1,0;;8;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;5,4;5,3
15038432;UNIAO AMAZONIDA DE EDUCACAO E ASSISTENCIA - UNAMEA;1501402;Belém;15;PA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;38;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;38;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;
15040674;E M MARIA STELLINA VALMONT;1501402;Belém;15;PA;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;;1,0;12;;1,0;1,0;;;1,0;;1,0;;1,0;;;;1,0;1,0;;;;1,0;;8;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;4,0;5,0
15161048;CENTRO EDUCACIONAL ESPACO INFANTIL;1501402;Belém;15;PA;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;;1,0;6;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;1,0;;;
15567672;COLEGIO CEI;1501402;Belém;15;PA;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;15;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;15;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;1,0;;;
